chr	start	end	body_CpG_count	up_CpG_count	down_CpG_count	body_meth	up_meth	down_meth
chr10	131190440	131190974	5	12	28	17.6	66.2	71.7
chr10	131190991	131192933	11	12	9	54.2	43.7	40.3
chr10	131592430	131597129	19	12	13	35.8	70.5	56.5
chr10	131596452	131601141	20	7	50	32.3	21.1	73.4
chr10	131696683	131697220	18	49	49	93.9	65.0	99.1
chr10	131939160	131939256	5	49	70	99.5	97.6	78.9
chr10	132047646	132047698	5	33	59	92.7	72.2	66.0
chr10	132191518	132191846	14	66	67	75.7	75.8	70.3
chr10	132254445	132254549	5	70	62	87.7	74.1	67.1
chr10	132254550	132254759	12	69	63	87.4	74.1	52.8
chr10	132352280	132352594	26	85	50	83.3	82.2	78.9
chr10	132358789	132359098	12	52	58	87.2	84.9	85.2
chr10	132362632	132363106	12	55	84	67.6	77.3	98.3
chr10	132741723	132741777	5	60	83	99.4	92.5	98.3
chr10	132757733	132757808	5	80	75	98.9	97.9	98.2
chr10	132758386	132758536	6	101	88	100.0	98.4	97.8
chr10	132772418	132772626	6	72	98	99.1	98.7	78.6
chr10	132792563	132792669	9	86	104	94.6	79.5	85.5
chr10	132798285	132798432	12	92	100	90.4	83.4	88.7
chr10	132799302	132799401	12	101	98	93.2	81.7	63.7
chr10	132914022	132914450	24	72	96	88.8	88.4	64.3
chr10	132914455	132914586	7	96	106	82.0	88.2	93.5
chr10	133017539	133017592	5	108	159	100.0	89.1	92.5
chr10	133078514	133078675	19	117	85	96.7	94.3	81.0
chr10	133113058	133113143	5	80	31	94.7	94.5	68.1
chr10	133135987	133136684	7	43	75	84.2	66.3	94.7
chr10	133291288	133292478	61	79	78	98.3	98.4	97.9
chr10	133291541	133291615	5	84	54	96.0	98.4	96.3
chr10	133369344	133369443	5	37	58	100.0	91.8	60.9
chr10	133477237	133480020	61	37	44	43.3	63.4	62.5
chr10	133479047	133480598	29	63	33	50.6	48.9	64.8
chr10	133480220	133480899	24	41	27	52.6	49.7	64.6
chr10	133480859	133481097	8	45	13	59.6	53.2	38.3
chr10	133761326	133761845	52	187	96	70.0	85.6	82.3
chr11	390478	390647	10	38	54	90.8	75.5	87.5
chr11	442403	442465	6	78	120	48.8	57.7	95.9
chr11	487980	488048	5	104	58	100.0	96.7	98.6
chr11	677316	677769	7	55	87	98.6	98.3	87.1
chr11	1078746	1079277	21	98	91	89.8	84.4	86.7
chr11	1079278	1079509	12	108	103	94.7	87.0	84.9
chr11	1079650	1080271	13	113	102	92.8	87.5	84.4
chr11	1080134	1080359	6	104	89	97.9	90.9	82.0
chr11	1080615	1081252	30	84	72	77.6	91.5	88.5
chr11	1088600	1088890	9	57	84	75.9	81.4	71.4
chr11	1255550	1255785	9	82	70	71.8	84.8	97.5
chr11	1294786	1294973	15	96	98	98.8	97.7	87.9
chr11	1409993	1410075	7	56	74	88.6	80.4	84.2
chr11	1429644	1432242	108	52	69	91.6	79.9	86.6
chr11	1431767	1431911	5	85	37	92.0	92.0	69.4
chr11	1804125	1804256	20	70	33	93.8	75.5	61.0
chr11	1894026	1915748	438	19	10	69.7	94.1	58.6
chr11	4946925	4955537	39	10	15	55.4	73.3	55.1
chr11	5085734	5085980	18	9	25	89.0	62.0	89.9
chr11	5602357	5602867	8	31	10	96.4	86.8	82.4
chr11	8304510	8304647	11	9	49	94.6	51.9	88.0
chr11	8978635	8978722	8	101	22	96.0	95.6	80.4
chr11	9504239	9505251	18	38	9	99.4	91.7	85.5
chr11	9773026	9773351	24	16	12	97.9	83.6	71.8
chr11	10238500	10239765	9	24	19	84.0	73.5	78.3
chr11	10271181	10272286	12	20	14	74.9	84.4	79.6
chr11	11358071	11359479	5	14	10	77.2	83.9	67.0
chr11	11801440	11803075	19	14	9	81.4	65.3	86.5
chr11	11854051	11855010	14	10	28	88.7	99.7	68.2
chr11	12922185	12922461	19	24	15	96.8	70.1	99.2
chr11	17188205	17189667	11	15	12	95.0	97.8	44.2
chr11	18916337	18917533	8	13	14	70.8	48.9	59.4
chr11	18948644	18948810	6	7	27	65.7	81.3	84.5
chr11	20548856	20548944	9	80	16	82.7	92.1	48.2
chr11	20823008	20828400	33	7	8	40.3	45.9	42.7
chr11	22986227	22986409	6	11	11	77.0	74.0	49.3
chr11	24421610	24430740	62	5	24	56.2	81.8	85.3
chr11	28430936	28431140	15	111	3	94.6	95.5	58.0
chr11	28987224	28991340	16	5	7	50.9	47.8	68.7
chr11	31130884	31131199	23	8	14	92.1	46.0	95.0
chr11	31372226	31376098	21	17	7	94.9	72.0	45.4
chr11	32265094	32265426	24	12	41	88.6	66.9	82.6
chr11	36144853	36145106	23	75	26	95.9	88.5	73.7
chr11	36145321	36145447	8	105	4	94.0	90.8	71.3
chr11	38078026	38078356	24	3	14	90.8	48.0	63.1
chr11	42134599	42134927	23	2	18	93.2	8.0	97.8
chr11	43888043	43888348	5	19	18	99.1	99.0	62.4
chr11	45111212	45111404	6	26	22	72.0	30.2	24.2
chr11	45408296	45410062	24	16	25	59.9	31.1	82.1
chr11	47866115	47866640	14	20	42	87.8	61.0	58.8
chr11	54360101	54360441	9	38	39	59.1	57.6	57.5
chr11	54385462	54385803	8	32	39	56.9	57.5	56.9
chr11	54536643	54538684	38	45	14	57.5	58.7	34.8
chr11	54774660	54779767	11	11	8	18.8	32.2	32.8
chr11	55117850	55124728	27	11	9	25.6	57.5	38.0
chr11	58399508	58400675	5	82	41	20.8	94.6	93.8
chr11	60622559	60622763	13	58	36	97.1	91.7	87.0
chr11	60815385	60815561	15	127	38	96.4	13.9	91.9
chr11	65874636	65876047	36	17	12	96.3	71.0	49.1
chr11	74434012	74434358	24	6	13	95.7	97.3	76.0
chr11	74821359	74821677	24	22	36	100.0	64.9	64.8
chr11	80531858	80531983	5	11	9	80.7	60.2	53.1
chr11	85012139	85012341	6	5	8	74.5	99.1	99.1
chr11	90199345	90199683	24	9	7	99.7	32.8	60.4
chr11	90834905	90837904	14	13	6	35.4	86.8	81.3
chr11	93136638	93142736	94	26	12	94.4	88.3	72.7
chr11	93287971	93288990	9	7	15	56.7	87.2	72.7
chr11	95436215	95442266	92	27	9	80.3	70.4	35.5
chr11	96743759	96744085	20	7	27	84.2	42.9	77.3
chr11	98393872	98395555	11	12	25	52.5	54.2	77.3
chr11	98395578	98395921	5	18	13	77.7	62.8	70.7
chr11	98396203	98396697	11	24	2	83.8	72.5	61.4
chr11	98396783	98398257	12	13	30	75.0	71.4	94.0
chr11	102601115	102601430	25	28	11	96.6	76.3	56.5
chr11	102880374	102882071	12	14	10	91.2	60.0	56.2
chr11	104139745	104140088	22	14	20	87.2	44.7	63.0
chr11	106725142	106725437	20	7	13	93.0	49.4	62.4
chr11	106915512	106918842	16	26	24	56.3	61.5	49.9
chr11	112747020	112747423	14	25	24	74.8	61.9	83.0
chr11	114961062	114961131	6	25	13	97.3	58.4	42.7
chr11	119848804	119849091	20	38	57	91.6	81.0	84.5
chr11	120082429	120083125	17	5	9	78.5	32.7	23.5
chr11	122476868	122478571	15	10	20	64.5	58.1	75.3
chr11	123896024	123896163	5	14	10	96.2	56.0	54.9
chr11	125183189	125183478	18	14	18	94.1	52.3	62.9
chr11	127879646	127881688	17	28	24	54.2	77.7	75.9
chr11	128173070	128173396	24	70	10	87.6	78.5	57.2
chr11	133140995	133141047	14	20	60	69.8	45.9	64.9
chr11	134664342	134664428	11	38	42	91.7	52.2	63.0
chr11	134735311	134735958	46	11	31	88.8	16.4	54.9
chr11	134934967	134936083	8	64	49	2.1	81.5	79.0
chr11	135041154	135041295	7	75	35	91.2	84.4	73.7
chr11	135041447	135041721	10	85	22	77.8	86.4	48.0
chr11	135042234	135042683	10	49	83	89.1	79.9	35.0
chr12	183062	188798	152	35	26	78.5	98.1	99.4
chr12	919619	920424	23	15	36	95.4	89.8	92.6
chr12	1085222	1090844	26	24	16	95.5	81.2	87.4
chr12	1293071	1293555	18	33	59	95.3	72.5	60.5
chr12	2105712	2105816	6	50	46	79.5	74.2	59.8
chr12	2106160	2106319	6	22	19	53.3	63.5	54.0
chr12	2407372	2407680	11	12	30	84.0	69.3	67.5
chr12	4973179	4973957	6	53	32	23.8	84.9	66.7
chr12	6132272	6139189	147	24	90	77.7	93.7	98.9
chr12	7199806	7199899	8	15	56	99.4	66.6	81.9
chr12	7670047	7671724	21	30	41	61.1	69.6	74.5
chr12	7816066	7816402	23	23	64	90.0	76.9	36.1
chr12	8387625	8394605	185	47	30	38.3	89.4	82.9
chr12	8405890	8438286	112	2	9	86.2	50.7	72.9
chr12	8472982	8473292	23	109	61	96.1	98.6	98.2
chr12	8625588	8625763	13	26	58	98.6	85.4	88.2
chr12	12110404	12110736	20	23	11	91.7	94.5	100.0
chr12	12378544	12380143	12	28	117	83.1	99.2	98.0
chr12	12413811	12413909	7	31	18	98.5	90.0	92.1
chr12	12864700	12865013	25	80	21	98.6	8.1	86.3
chr12	13046134	13046237	8	8	10	97.3	62.1	71.5
chr12	14105667	14105997	24	7	6	90.6	25.8	36.7
chr12	16267189	16268347	13	22	17	62.6	92.0	93.9
chr12	27281054	27281384	25	12	5	98.4	59.1	59.9
chr12	29420474	29420814	24	70	35	95.1	86.4	66.3
chr12	31122794	31122951	6	16	18	98.0	60.3	74.3
chr12	32810665	32810979	25	13	15	92.4	56.4	42.6
chr12	33232169	33245363	92	104	95	57.2	36.3	59.2
chr12	34364086	34364457	18	81	51	48.0	54.6	59.5
chr12	34384598	34387010	80	29	25	39.7	67.6	58.4
chr12	34772915	34773593	8	27	22	62.5	66.4	61.5
chr12	34774062	34775419	17	24	23	52.1	57.8	57.9
chr12	34775638	34777668	20	31	20	61.4	65.3	55.4
chr12	34797155	34797492	6	22	21	73.1	57.3	63.1
chr12	34800158	34801176	12	23	26	60.7	65.3	58.7
chr12	34802845	34803524	5	16	23	24.6	60.5	51.9
chr12	34803866	34804203	7	24	28	64.6	53.1	66.7
chr12	34806244	34806923	11	24	26	61.8	57.2	63.5
chr12	34807167	34807505	6	28	36	59.1	76.4	76.9
chr12	37238001	37238678	12	42	14	73.3	54.3	34.7
chr12	37324439	37325627	10	7	9	51.5	39.3	24.0
chr12	37756956	37758326	8	7	10	36.9	91.6	98.3
chr12	39613087	39613413	24	84	25	99.6	91.9	86.2
chr12	43685600	43685726	10	11	14	88.1	57.9	88.4
chr12	45509370	45516155	30	24	25	71.1	83.4	92.1
chr12	48314798	48315686	8	15	37	90.6	87.1	87.3
chr12	49076229	49076708	14	23	42	78.7	75.0	82.6
chr12	49315392	49316740	20	59	25	81.9	23.7	54.1
chr12	52692552	52693916	20	22	10	41.5	63.1	69.1
chr12	58328124	58336612	110	29	14	70.1	75.0	40.2
chr12	59542024	59548466	72	30	22	75.9	74.3	76.6
chr12	59548539	59550113	13	18	18	38.1	46.1	81.0
chr12	59550171	59552836	31	9	9	78.6	38.8	45.8
chr12	60128058	60131253	22	12	24	70.7	28.3	37.0
chr12	64667146	64669484	37	9	32	67.6	89.8	96.2
chr12	64741047	64741222	11	17	13	99.3	93.7	99.8
chr12	66133855	66136095	116	8	5	98.6	72.7	41.7
chr12	70201066	70203796	166	47	20	95.3	87.6	92.5
chr12	71564393	71564470	6	51	7	98.8	90.0	81.9
chr12	71564451	71564680	14	16	7	98.3	53.5	74.7
chr12	72583917	72584077	8	22	6	85.3	64.8	42.0
chr12	84199329	84202231	7	8	5	12.4	53.1	53.3
chr12	84878780	84879841	18	6	11	63.0	83.8	70.4
chr12	90093399	90097916	12	27	24	84.5	96.7	96.3
chr12	94275556	94275878	24	12	19	98.8	61.5	59.7
chr12	95616677	95618637	20	18	12	69.5	89.4	65.1
chr12	95946567	95949175	160	17	16	93.1	77.4	77.2
chr12	98580273	98580583	8	13	10	83.8	64.2	68.6
chr12	102835622	102835771	5	15	32	97.0	93.7	92.6
chr12	105379736	105380059	22	27	49	99.4	92.9	84.6
chr12	113245306	113245624	23	22	23	99.7	72.5	59.5
chr12	114063975	114064118	5	16	16	95.1	42.1	71.2
chr12	115920127	115920260	6	25	41	79.7	82.1	85.3
chr12	120963881	120964169	10	54	48	98.2	83.3	82.8
chr12	121851677	121852021	25	93	50	87.3	77.3	94.2
chr12	121993972	121994021	5	67	44	97.1	61.5	79.0
chr12	122124331	122124413	7	9	31	81.2	39.7	53.3
chr12	125204231	125204693	7	27	12	22.1	67.2	40.6
chr12	126420555	126420868	21	39	17	88.3	61.0	64.9
chr12	126583990	126584318	13	26	16	71.4	55.3	37.1
chr12	126715402	126715740	22	13	16	85.0	44.8	52.6
chr12	127018079	127018306	14	23	39	82.7	53.5	66.5
chr12	128447697	128447995	19	32	35	86.2	66.5	72.6
chr12	129356143	129356455	24	25	20	93.3	81.6	70.4
chr12	129388311	129389136	9	62	132	89.2	72.7	95.3
chr12	129855610	129855749	10	136	97	95.5	95.7	93.1
chr12	129857542	129857710	9	121	46	89.7	94.7	85.1
chr12	129858720	129858789	6	16	54	94.9	73.1	88.4
chr12	130531986	130532174	10	33	40	86.1	59.7	93.6
chr12	130882216	130882755	21	26	61	98.3	83.9	93.2
chr12	130887424	130887585	15	37	41	98.5	60.2	79.9
chr12	131366850	131367227	12	40	102	94.2	62.4	75.5
chr12	131433007	131433437	5	42	73	65.9	63.8	69.0
chr12	131433069	131433942	47	67	53	92.8	77.6	72.6
chr12	131433912	131434301	28	30	9	68.2	75.6	82.7
chr12	131579865	131580822	6	58	26	90.4	62.1	54.2
chr12	131647606	131648541	10	33	27	95.0	70.9	51.9
chr12	131649252	131649474	5	28	33	60.2	71.5	61.9
chr12	131649717	131650179	6	27	34	48.6	59.4	73.9
chr12	131650645	131651848	19	95	46	59.7	89.7	78.4
chr12	131686579	131686686	7	82	71	74.9	91.4	91.8
chr12	132134931	132135949	80	135	55	98.9	95.7	89.0
chr12	132136142	132136211	6	87	97	99.1	96.5	97.4
chr12	132148962	132150540	50	88	111	99.5	97.2	98.0
chr12	132149006	132150276	25	95	86	99.2	80.8	77.7
chr12	132212423	132212662	17	103	75	74.1	77.9	73.9
chr12	132213033	132213112	6	92	112	86.1	81.2	87.5
chr12	132231306	132232022	42	109	108	94.9	89.4	83.4
chr12	132232500	132233314	46	116	96	86.7	90.0	82.2
chr12	132233434	132234057	30	114	91	86.4	89.3	81.4
chr12	132233687	132234454	40	111	77	82.9	83.7	74.2
chr12	132234682	132235065	20	94	89	87.2	85.0	82.8
chr12	132359174	132359356	13	62	69	93.7	80.9	74.7
chr12	132365714	132366067	19	35	45	96.7	79.7	72.9
chr12	132383400	132384075	9	77	75	74.8	92.6	95.3
chr12	132564676	132564810	9	70	94	99.8	97.0	99.0
chr12	132787640	132787727	8	90	44	99.1	96.7	98.1
chr12	132793487	132793726	23	61	58	95.8	95.2	97.1
chr12	132817249	132817346	6	26	29	100.0	40.4	75.6
chr13	19173946	19174717	14	57	34	49.4	84.1	84.1
chr13	23058362	23063162	32	27	22	77.0	67.4	86.8
chr13	24136815	24137128	23	56	12	93.7	74.7	57.8
chr13	25071048	25071366	24	21	16	92.3	99.6	87.2
chr13	28265719	28266043	24	6	4	99.7	53.9	64.6
chr13	29148457	29148776	23	10	27	96.3	61.2	61.2
chr13	29317425	29317735	21	11	20	91.8	47.4	53.2
chr13	29380620	29380943	20	11	12	83.2	68.1	79.9
chr13	29641686	29647706	92	70	28	70.7	95.3	99.4
chr13	30270029	30270253	20	18	17	99.1	96.4	43.0
chr13	30601448	30601782	24	9	8	95.5	93.6	61.6
chr13	31958507	31964663	19	9	16	87.1	77.1	91.7
chr13	33618454	33619183	5	12	5	86.7	81.1	40.9
chr13	34067481	34070211	9	11	8	60.3	47.9	64.6
chr13	35864267	35864584	24	14	6	92.5	60.1	28.8
chr13	38483178	38486063	12	24	21	79.7	79.0	76.2
chr13	39360045	39361342	16	12	10	84.6	79.1	66.2
chr13	39454332	39454653	23	46	39	97.9	94.0	79.4
chr13	40696975	40697286	24	16	13	78.4	98.8	98.9
chr13	41580964	41581300	23	16	19	99.6	98.4	92.0
chr13	42479055	42479698	6	7	22	96.8	92.7	97.8
chr13	42965658	42967310	85	33	77	98.8	82.5	95.5
chr13	44682425	44682502	7	46	37	98.0	93.7	90.6
chr13	45314497	45314788	21	9	59	93.5	80.5	79.9
chr13	46460493	46464051	77	66	52	76.4	78.8	74.5
chr13	46464894	46466061	32	51	19	79.6	79.9	73.4
chr13	46466711	46467775	31	25	20	68.9	85.2	83.1
chr13	46515506	46515587	8	26	31	93.7	91.7	99.6
chr13	46651882	46652070	10	9	14	99.8	67.5	62.2
chr13	47740180	47740905	6	14	27	75.5	74.1	83.9
chr13	48959377	48962472	13	38	26	54.6	89.9	87.1
chr13	48960647	48962484	13	27	28	47.0	92.1	97.8
chr13	49504481	49504558	5	10	5	98.8	99.3	98.2
chr13	50977798	50978126	24	68	36	99.4	93.3	78.0
chr13	51078202	51078297	5	6	9	89.0	38.5	39.3
chr13	53949930	53950254	25	18	7	87.8	52.3	28.3
chr13	56277457	56278286	8	9	8	36.1	23.5	38.6
chr13	58470629	58470944	25	12	13	88.7	57.4	55.1
chr13	60212027	60212353	10	8	20	78.3	63.6	62.4
chr13	60741098	60742086	8	9	3	62.0	61.0	48.6
chr13	63069051	63069352	21	5	5	86.0	66.8	34.3
chr13	63082050	63082376	25	7	6	91.5	36.4	57.3
chr13	64329166	64329479	22	5	10	86.7	29.4	47.1
chr13	64768295	64770290	7	17	10	48.5	63.7	53.7
chr13	69462259	69462584	24	5	22	89.5	55.5	67.7
chr13	71903126	71906437	16	13	16	45.1	67.8	59.3
chr13	76065137	76065463	23	43	60	95.2	76.0	73.7
chr13	77660398	77660517	9	11	9	81.1	67.5	32.4
chr13	79086932	79087266	25	11	8	92.8	65.1	92.8
chr13	79507257	79507572	24	13	8	99.8	52.1	69.9
chr13	81173101	81173428	22	11	7	95.9	57.7	44.9
chr13	82315059	82315401	24	6	17	87.4	38.1	67.4
chr13	82591799	82598069	27	17	12	49.2	52.9	60.8
chr13	85226297	85229252	34	24	15	58.2	68.5	63.4
chr13	89769113	89769265	10	24	21	77.2	70.9	69.2
chr13	98971448	98971582	5	14	22	82.0	72.4	68.6
chr13	99026010	99026096	5	12	7	85.3	29.0	65.4
chr13	101241792	101244072	14	9	12	57.8	45.9	67.8
chr13	101254592	101254910	22	8	18	90.4	36.3	30.9
chr13	104653981	104654708	13	24	22	11.4	63.0	48.5
chr13	107908180	107909136	12	50	38	54.6	47.0	59.6
chr13	110313511	110313816	25	38	64	97.1	84.6	84.8
chr13	110385435	110385554	6	55	56	98.6	71.6	69.8
chr13	110408868	110409010	8	61	61	98.5	65.8	81.2
chr13	110457026	110457150	13	48	34	87.2	77.7	72.2
chr13	111340358	111341346	21	43	62	88.7	68.3	68.8
chr13	111402097	111402194	6	53	62	94.3	78.6	80.2
chr13	112036988	112037094	10	37	48	98.1	87.2	81.3
chr13	112150955	112151058	5	52	61	80.4	74.7	76.4
chr13	113025493	113026185	18	87	99	54.6	80.7	90.5
chr13	113067868	113068329	23	103	90	89.8	87.7	91.2
chr13	113068726	113068857	7	24	20	91.5	71.8	68.0
chr13	113136622	113136948	23	49	26	89.5	96.1	87.7
chr13	113215750	113215836	5	53	68	100.0	89.4	84.2
chr13	113346196	113346549	11	71	63	80.4	86.7	82.1
chr13	113347245	113347778	18	30	36	83.6	93.6	97.9
chr13	113514427	113514644	9	83	69	81.1	97.3	93.9
chr13	113541859	113542143	21	78	117	97.2	49.5	38.3
chr13	113725259	113725573	30	105	105	19.0	40.3	50.8
chr13	113725612	113725800	18	82	63	5.4	85.1	77.6
chr13	113730190	113730292	6	71	41	64.3	81.1	67.4
chr13	113807394	113807556	10	74	80	93.3	88.5	89.2
chr13	113812919	113812972	6	70	67	98.0	63.3	64.2
chr13	113815990	113816065	5	40	98	76.9	89.4	88.3
chr13	113830487	113830636	6	31	52	80.7	67.5	73.5
chr13	113898863	113899726	38	68	77	86.7	68.8	71.0
chr13	113940486	113940749	14	77	75	65.8	68.2	70.0
chr13	113940909	113940997	5	91	88	79.1	94.9	96.3
chr13	113974161	113974301	11	68	26	99.3	97.4	97.3
chr13	113982944	113986931	25	3	22	98.7	98.9	82.1
chr13	113986423	113988251	21	81	82	97.2	95.1	98.1
chr13	114006409	114006630	7	75	110	97.3	96.9	99.2
chr13	114006723	114007477	20	62	114	95.3	96.6	98.8
chr13	114007926	114008161	12	74	73	100.0	94.7	94.9
chr13	114019870	114020069	7	57	63	79.6	84.4	96.7
chr13	114029241	114029460	9	78	131	87.4	98.3	97.0
chr13	114073526	114075651	103	87	124	97.0	96.5	97.0
chr13	114075610	114075717	17	117	66	97.6	96.6	93.2
chr13	114075834	114077085	76	142	144	97.4	92.3	95.6
chr13	114085156	114085964	72	177	85	95.1	94.1	96.2
chr13	114086416	114086793	30	177	68	90.6	94.5	95.0
chr13	114086939	114087046	10	54	66	97.3	48.8	54.7
chr13	114119733	114119802	5	62	60	4.5	23.8	87.4
chr13	114120137	114120597	13	58	63	37.0	74.4	72.8
chr13	114147538	114147681	9	18	18	80.6	52.2	51.7
chr14	18236465	18237657	13	16	14	51.2	57.4	59.0
chr14	18264283	18267016	31	12	22	62.7	46.2	46.5
chr14	18901837	18902123	21	39	32	88.8	68.6	64.6
chr14	19008404	19008700	5	81	33	52.2	67.1	60.6
chr14	19158713	19158875	8	82	19	53.8	67.0	49.8
chr14	19158724	19159344	25	49	81	66.1	69.2	67.4
chr14	19241125	19241287	8	48	46	50.0	85.5	79.0
chr14	19267339	19267501	6	42	33	87.8	55.1	56.4
chr14	19387553	19388180	13	42	35	49.6	62.3	51.4
chr14	19391119	19392262	17	6	16	57.9	37.4	53.0
chr14	19907852	19911318	16	56	16	53.2	78.9	70.2
chr14	20212645	20213125	33	106	46	92.2	92.8	81.6
chr14	20506346	20506846	41	21	118	91.6	56.7	2.5
chr14	21067972	21068297	25	20	31	45.0	44.3	67.8
chr14	22449110	22513961	550	7	29	53.9	80.6	91.3
chr14	24001948	24003962	19	32	16	98.8	95.1	94.7
chr14	24010055	24015416	53	10	10	71.1	63.1	37.3
chr14	25536590	25536840	15	20	19	87.7	53.5	68.0
chr14	32922770	32923101	11	18	14	60.3	77.0	80.9
chr14	33853955	33854258	6	21	26	73.0	61.8	94.5
chr14	34044819	34045626	6	26	16	100.0	77.8	87.2
chr14	34205306	34205682	14	16	25	99.4	60.2	96.6
chr14	34932196	34932516	19	10	27	99.8	97.2	93.5
chr14	35038494	35040300	113	20	22	98.1	89.3	96.5
chr14	35136408	35145861	97	11	10	94.1	52.7	25.8
chr14	37663941	37668604	29	6	10	49.3	68.2	72.2
chr14	37776030	37776245	15	14	19	90.9	67.4	83.3
chr14	39629187	39631008	17	7	10	69.5	71.0	64.1
chr14	42291873	42292219	19	8	10	93.9	42.6	50.0
chr14	47865038	47865352	23	6	7	84.2	41.7	45.8
chr14	49020967	49022925	10	21	11	39.6	68.2	42.6
chr14	49491725	49491870	9	23	19	87.8	83.3	96.6
chr14	50073401	50074939	66	11	6	97.9	53.2	67.4
chr14	51134686	51134988	24	17	11	94.4	69.0	66.4
chr14	56564495	56564847	24	7	25	91.8	77.2	77.8
chr14	59078580	59078886	22	11	8	90.4	42.0	57.0
chr14	59874679	59876522	16	4	16	68.9	49.9	85.6
chr14	60591337	60592754	21	26	12	78.5	59.1	75.6
chr14	63257033	63258188	18	20	85	60.9	99.3	98.7
chr14	64037667	64037748	8	15	12	98.3	62.0	73.1
chr14	64893668	64896821	168	47	109	80.3	80.6	77.2
chr14	64895079	64895253	15	18	24	96.0	99.2	98.3
chr14	65060426	65060709	20	16	12	99.7	98.2	87.8
chr14	65611184	65611245	9	10	11	99.4	67.7	68.8
chr14	66343911	66344222	22	41	84	95.9	96.8	97.9
chr14	66545477	66545574	10	12	35	96.9	82.5	81.9
chr14	70223335	70223522	13	33	34	97.4	81.0	79.9
chr14	73515672	73516147	5	34	21	83.3	79.5	91.3
chr14	77783509	77783846	22	18	14	98.1	23.4	55.1
chr14	79639945	79648705	53	16	11	51.0	65.3	62.9
chr14	79845688	79845777	6	11	14	71.7	62.8	60.5
chr14	82032796	82036983	22	6	10	51.0	33.3	37.0
chr14	84830764	84835810	33	13	11	54.5	51.9	79.0
chr14	87672776	87674789	13	6	11	39.4	23.7	72.8
chr14	87698363	87698763	6	50	32	35.0	81.9	76.7
chr14	92870597	92872377	28	21	28	78.0	68.3	74.6
chr14	96708841	96709244	10	8	5	93.5	72.8	47.1
chr14	98317643	98318749	8	53	31	24.6	63.4	88.1
chr14	100378660	100378992	23	35	78	94.3	60.6	5.8
chr14	100546339	100546457	21	40	51	1.5	59.7	63.2
chr14	100705906	100706105	7	75	27	64.9	73.3	65.4
chr14	101230019	101230140	14	27	68	82.7	59.7	69.1
chr14	101524529	101524864	24	63	62	80.9	73.0	71.9
chr14	104375345	104375485	8	70	93	81.2	70.7	89.5
chr14	104430044	104430150	6	83	66	95.5	76.6	83.3
chr14	104430407	104430694	18	30	41	93.3	83.9	91.0
chr14	104807691	104808449	18	124	101	77.1	76.0	71.1
chr14	104884741	104884792	5	93	58	52.4	80.6	78.9
chr14	104906181	104906309	9	116	16	96.0	82.7	53.7
chr14	104906558	104906949	27	74	71	81.4	73.8	72.5
chr14	104948962	104951436	85	58	48	75.0	66.2	73.5
chr14	105033553	105033645	14	33	56	3.5	88.3	90.0
chr14	105039960	105040707	13	20	14	93.8	36.8	38.6
chr15	17007494	17009080	10	13	13	46.6	30.0	47.9
chr15	17028161	17029528	9	14	11	27.7	57.7	37.8
chr15	17038819	17040351	6	12	17	36.7	40.3	25.7
chr15	17160241	17164506	25	16	18	43.4	32.9	35.4
chr15	17235795	17238495	18	16	12	35.3	54.4	18.6
chr15	17245697	17254408	57	10	18	33.9	18.1	47.8
chr15	17260474	17263208	8	12	11	37.5	18.1	54.3
chr15	17364107	17368544	18	26	26	38.0	51.2	53.6
chr15	19780985	19781664	11	7	18	49.6	42.7	58.2
chr15	19816857	19818826	14	13	12	59.6	34.7	29.1
chr15	19922807	19923396	5	10	11	74.8	33.3	29.4
chr15	19928531	19929053	11	20	8	58.7	44.3	29.4
chr15	19929779	19930340	5	41	134	50.5	52.8	58.5
chr15	19943676	19943836	21	13	17	63.5	54.9	61.7
chr15	20376210	20384359	44	3	11	39.2	20.0	58.8
chr15	21642538	21653112	69	36	28	52.1	54.9	60.2
chr15	23279830	23280813	17	28	22	40.2	72.4	78.1
chr15	23961910	23962218	24	14	23	91.8	58.4	68.6
chr15	24104720	24104927	12	17	28	83.6	58.4	60.8
chr15	24871843	24873585	32	28	36	74.1	61.9	72.3
chr15	25686249	25687232	8	31	9	53.1	82.4	73.9
chr15	34449538	34449817	19	8	37	83.6	65.0	76.9
chr15	34454773	34455098	23	36	21	87.5	97.2	98.2
chr15	34558804	34560836	25	11	7	95.6	50.2	51.7
chr15	35867929	35870013	7	15	88	54.7	71.9	93.2
chr15	49549916	49550013	7	36	61	90.7	83.3	86.3
chr15	51293986	51294257	15	11	38	92.4	48.0	74.6
chr15	53907728	53910967	30	105	35	50.0	98.9	98.1
chr15	56110542	56110972	22	116	36	99.7	98.9	99.5
chr15	56110748	56110952	8	73	93	100.0	99.4	98.7
chr15	60366816	60366941	13	136	37	98.8	98.9	99.3
chr15	60367475	60367600	10	31	52	99.8	74.3	90.0
chr15	62332165	62332595	32	20	22	94.2	57.2	72.0
chr15	62413893	62415592	17	32	27	59.4	79.0	62.4
chr15	65326077	65326472	11	16	22	22.1	68.6	91.9
chr15	67112335	67113265	12	12	26	100.0	83.3	87.9
chr15	68757228	68757556	23	45	35	96.2	71.7	50.2
chr15	70479617	70479765	9	15	11	99.3	65.9	45.8
chr15	71416273	71421350	18	19	19	53.5	58.1	48.4
chr15	71593136	71593473	22	76	81	84.7	97.0	97.5
